recipe_id,title,description,category,cuisine,meal_type,is_vegan,is_vegetarian,directions,ingredients_json
29,Jalapeno Poppers,Spicy jalapenos stuffed with cream cheese and wrapped in bacon.,appetizer,Mexican,snack,False,False,Preheat oven to 200 degrees Celsius. Halve jalapenos lengthwise and remove seeds. Mix cream cheese with shredded cheddar and garlic powder. Fill each jalapeno half with cheese mixture. Cut bacon strips in half and wrap around each popper. Secure with toothpicks. Place on a baking sheet and bake for 20-25 minutes until bacon is crispy. Remove toothpicks and serve hot with ranch dressing.,"[{""name"": ""jalapeno"", ""quantity"": 12, ""unit"": ""piece""}, {""name"": ""cream cheese"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""cheddar cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""bacon"", ""quantity"": 6, ""unit"": ""piece""}, {""name"": ""garlic powder"", ""quantity"": 0.5, ""unit"": ""teaspoon""}]"
30,Mushroom Barley Soup,Hearty soup with earthy mushrooms and chewy barley in vegetable broth.,soup,Other,lunch,True,True,"Slice mushrooms and dice carrots, celery, and onion. Heat oil in a large pot and saute vegetables for 5 minutes. Add sliced mushrooms and cook until they release their liquid. Add barley, vegetable broth, and thyme. Bring to a boil, then reduce heat and simmer for 45 minutes until barley is tender. Season with salt, pepper, and a splash of soy sauce for depth. Serve hot with crusty bread.","[{""name"": ""mushroom"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""barley"", ""quantity"": 0.75, ""unit"": ""cup""}, {""name"": ""carrot"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""celery"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""vegetable broth"", ""quantity"": 8, ""unit"": ""cup""}, {""name"": ""thyme"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
31,Molten Lava Cake,Individual chocolate cakes with gooey melted centers.,dessert,French,dessert,False,True,"Preheat oven to 220 degrees Celsius. Butter and flour four ramekins. Melt chocolate and butter together. Whisk eggs, egg yolks, and sugar until thick. Fold in chocolate mixture, then gently fold in flour. Divide batter among ramekins. Bake for 12 minutes until edges are firm but centers jiggle. Let stand for 1 minute. Invert onto plates and serve immediately with vanilla ice cream and berries.","[{""name"": ""chocolate"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""butter"", ""quantity"": 6, ""unit"": ""tablespoon""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""egg yolk"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""sugar"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""flour"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
32,Shakshuka,Middle Eastern dish with eggs poached in spicy tomato sauce with peppers and onions.,breakfast,Middle Eastern,breakfast,False,True,"Heat olive oil in a large skillet and saute diced onion and bell peppers until soft. Add minced garlic, cumin, and paprika, cook for 1 minute. Pour in crushed tomatoes and simmer for 10 minutes until sauce thickens. Season with salt and pepper. Make 6 wells in the sauce and crack an egg into each. Cover and cook for 5-7 minutes until egg whites are set but yolks are still runny. Crumble feta on top and garnish with fresh parsley. Serve hot with crusty bread for dipping.","[{""name"": ""egg"", ""quantity"": 6, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""bell pepper"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""paprika"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""feta cheese"", ""quantity"": 0.5, ""unit"": ""cup""}]"
33,Lemon Herb Grilled Salmon,"Succulent salmon fillets marinated in zesty lemon and herbs, then grilled to flaky perfection. A healthy and quick main course rich in omega-3s.",main dish,Mediterranean,dinner,False,False,"In a small bowl, whisk together the juice of one lemon, oil, dill, minced garlic, and salt. Place the salmon fillets in a shallow dish and pour the marinade over them, letting them sit for 15 minutes. Preheat your grill or grill pan to medium-high heat. Grill the salmon for about 4 to 5 minutes per side until cooked through and flaky. While the salmon rests, lightly grill the asparagus and lemon slices for garnish. Serve immediately.","[{""name"": ""salmon"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""lemon"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""dill"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""salt"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""asparagus"", ""quantity"": 1, ""unit"": ""pound""}]"
34,Spicy Beef Tacos,"Flavorful ground beef seasoned with cumin and chili, served in warm tortillas with fresh toppings. A crowd-pleasing meal that is easy to assemble.",main dish,Mexican,dinner,False,False,"Heat a skillet over medium-high heat and add the beef. Cook until browned, breaking it up with a spoon. Add the onion and cook until soft. Stir in the cumin, chili, paprika, and a pinch of salt. Pour in a splash of water and let it simmer until the liquid evaporates and the meat is coated in spices. Warm the tortillas in a dry pan. Assemble the tacos by filling tortillas with the meat mixture and topping with cilantro and a squeeze of lime.","[{""name"": ""beef"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""chili"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""paprika"", ""quantity"": 0.5, ""unit"": ""teaspoon""}, {""name"": ""tortilla"", ""quantity"": 8, ""unit"": ""piece""}, {""name"": ""cilantro"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""lime"", ""quantity"": 1, ""unit"": ""piece""}]"
35,Greek Quinoa Salad,"A refreshing and protein-packed salad featuring fluffy quinoa, crisp vegetables, and salty feta cheese. Ideal for meal prep or a healthy side dish.",salad,Greek,lunch,False,True,"Rinse the quinoa thoroughly. Place in a pot with water and bring to a boil. Reduce heat, cover, and simmer for 15 minutes or until water is absorbed. Fluff with a fork and let it cool. In a large bowl, combine the cooled quinoa, cucumber, tomato, and olives. Whisk together the oil and lemon juice, then pour over the salad. Toss gently to combine. Top with crumbled feta cheese before serving.","[{""name"": ""quinoa"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""water"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""cucumber"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""olive"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""feta cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""oil"", ""quantity"": 3, ""unit"": ""tablespoon""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}]"
36,Ginger Chicken Stir Fry,Quickly cooked chicken and vegetables tossed in a savory ginger soy sauce.,main dish,Chinese,dinner,False,False,"Cut the chicken into bite-sized pieces and vegetables into strips. Whisk soy sauce, minced ginger, minced garlic, sesame oil, and cornstarch in a small bowl. Heat a wok over high heat and cook the chicken until browned. Add the vegetables and stir-fry for 3 minutes until crisp-tender. Pour the sauce over the mixture and cook until thickened. Serve immediately over cooked rice.","[{""name"": ""chicken breast"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""broccoli"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""bell pepper"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""soy sauce"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""sesame oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""cornstarch"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""rice"", ""quantity"": 2, ""unit"": ""cup""}]"
37,Teriyaki Chicken Bowl,Tender chicken thighs glazed in a glossy homemade sweet and savory sauce. Served over rice for a satisfying meal.,main dish,Japanese,dinner,False,False,"Cut the chicken into bite-sized pieces. In a small bowl, whisk together the soy sauce, sugar, mirin, minced ginger, minced garlic, and cornstarch. Heat the oil in a pan over medium-high heat. Add the chicken and cook until browned and cooked through. Pour the sauce mixture over the chicken and stir constantly. Cook for another 2 to 3 minutes until the sauce thickens and coats the meat. Serve immediately.","[{""name"": ""chicken"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""soy sauce"", ""quantity"": 8, ""unit"": ""tablespoon""}, {""name"": ""sugar"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""mirin"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""cornstarch"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
38,Spinach Mushroom Frittata,An egg-based Italian dish similar to an omelet but finished in the oven. Great for using up leftover vegetables.,breakfast,Italian,breakfast,False,True,"Preheat your oven to 180 degrees Celsius. Whisk the eggs, milk, and salt in a bowl. Heat the olive oil in an oven-safe skillet over medium heat. Saute the chopped onion and sliced mushrooms until browned. Add the spinach and cook until wilted. Pour the egg mixture over the vegetables and sprinkle with cheese. Cook on the stovetop for 2 minutes until the edges set, then transfer the skillet to the oven. Bake for 10 to 12 minutes until the center is set.","[{""name"": ""egg"", ""quantity"": 8, ""unit"": ""piece""}, {""name"": ""milk"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""spinach"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""mushroom"", ""quantity"": 0.2, ""unit"": ""pound""}, {""name"": ""onion"", ""quantity"": 0.5, ""unit"": ""piece""}, {""name"": ""parmesan"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""salt"", ""quantity"": 0.5, ""unit"": ""teaspoon""}]"
39,Beef and Broccoli,A popular Chinese takeout dish that you can easily make at home. The beef is tender and the sauce is savory.,main dish,Chinese,dinner,False,False,"Slice the beef thinly against the grain and cut broccoli into florets. Whisk soy sauce, brown sugar, sesame oil, minced ginger, and minced garlic in a bowl. Heat half the oil in a wok and stir-fry the broccoli for 3 minutes, then remove. Heat the remaining oil and sear the beef until browned. Return the broccoli to the pan and pour in the sauce. Toss everything together and cook for 2 minutes until hot and coated.","[{""name"": ""beef"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""broccoli"", ""quantity"": 3.5, ""unit"": ""cup""}, {""name"": ""soy sauce"", ""quantity"": 5, ""unit"": ""tablespoon""}, {""name"": ""brown sugar"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""sesame oil"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
40,Chicken Quesadillas,Crispy tortillas filled with melted cheese and seasoned chicken. A quick and crowd-pleasing meal.,main dish,Mexican,lunch,False,False,"Dice the cooked chicken, bell pepper, and onion. Toss the chicken with cumin. Heat a little butter in a skillet over medium heat. Place one tortilla in the pan. Sprinkle cheese over the whole tortilla, then scatter chicken and vegetables over one half. Fold the tortilla over to create a half-moon shape. Cook for 3 minutes per side until the tortilla is golden crispy and the cheese is melted. Repeat with remaining ingredients.","[{""name"": ""tortilla"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""chicken"", ""quantity"": 0.3, ""unit"": ""pound""}, {""name"": ""cheese"", ""quantity"": 1.5, ""unit"": ""cup""}, {""name"": ""bell pepper"", ""quantity"": 0.5, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 0.25, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 0.5, ""unit"": ""teaspoon""}, {""name"": ""butter"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
41,Greek Yogurt Bowl,A refreshing and healthy start to the day packed with probiotics and fresh fruit.,breakfast,Greek,breakfast,False,True,"Spoon the yogurt into a serving bowl. Wash and slice the strawberries. Arrange the strawberries, blueberries, and granola on top of the yogurt. Drizzle generously with honey just before eating.","[{""name"": ""yogurt"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""granola"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""honey"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""strawberry"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""blueberry"", ""quantity"": 0.25, ""unit"": ""cup""}]"
42,Mushroom Stroganoff,A rich and tangy mushroom pasta dish inspired by the Russian classic but without the beef.,main dish,Other,dinner,False,True,"Boil the noodles according to package directions. In a large skillet, melt the butter over medium heat. Add chopped onion and cook until soft. Add sliced mushrooms and thyme, cooking until the liquid evaporates and mushrooms are browned. Sprinkle flour over the vegetables and stir for 1 minute. Slowly whisk in the broth and simmer until thickened. Remove from heat and stir in the sour cream. Toss with the cooked noodles and serve.","[{""name"": ""noodles"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""butter"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""mushroom"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""vegetable broth"", ""quantity"": 1.5, ""unit"": ""cup""}, {""name"": ""sour cream"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""flour"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""thyme"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
43,Chicken Fajitas,Sizzling strips of chicken and peppers served with warm tortillas.,main dish,Mexican,dinner,False,False,"Slice the chicken, peppers, and onion into strips. In a bowl, toss the chicken with chili powder, cumin, lime juice, and half the oil. Heat the remaining oil in a large cast-iron skillet over high heat. Add the chicken and cook until seared and cooked through, then remove. Add the peppers and onions to the same pan, scraping up any browned bits, and cook until charred but crisp. Return chicken to the pan to mix. Serve immediately with warmed tortillas.","[{""name"": ""chicken breast"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""bell pepper"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""lime"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""chili powder"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""tortilla"", ""quantity"": 6, ""unit"": ""piece""}]"
44,Lentil Bolognese,"A hearty plant-based version of the meat sauce, excellent served over spaghetti.",main dish,Italian,dinner,True,True,"Finely dice the onion, carrot, and celery. Saute vegetables in olive oil in a large pot until soft. Add the dried lentils, tomato sauce, vegetable broth, and oregano. Bring to a boil, then reduce heat and simmer covered for 35 to 40 minutes until lentils are tender and sauce is thick. While the sauce simmers, cook spaghetti in salted water. Toss the drained pasta with the sauce and serve.","[{""name"": ""lentil"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""carrot"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""celery"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato sauce"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""vegetable broth"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""spaghetti"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""oregano"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
